2025.01.03 21:00:00,2,Baker Hughes US Total Rig Count,USD,589000000.0,,589000000.0
2025.01.03 21:00:00,2,Baker Hughes US Oil Rig Count,USD,482000000.0,,483000000.0
2025.01.04 19:00:00,2,ECB Executive Board Member Lane Speech,EUR,,,
2025.01.06 00:00:00,0,Epiphany,EUR,,,
2025.01.06 00:00:00,0,Epiphany,EUR,,,
2025.01.06 10:15:00,1,S&P Global PMI,ZAR,49900000.0,50400000.0,50900000.0
2025.01.06 11:15:00,2,S&P Global Composite PMI,EUR,56800000.0,,53200000.0
2025.01.06 11:15:00,2,S&P Global Services PMI,EUR,57300000.0,53100000.0,53100000.0
2025.01.06 11:45:00,1,S&P Global Composite PMI,EUR,49700000.0,,47700000.0
2025.01.06 11:45:00,2,S&P Global Services PMI,EUR,50700000.0,50500000.0,49200000.0
2025.01.06 11:50:00,1,S&P Global Composite PMI,EUR,47500000.0,46700000.0,46700000.0
2025.01.06 11:50:00,2,S&P Global Services PMI,EUR,47500000.0,48200000.0,48200000.0
2025.01.06 11:55:00,1,S&P Global Composite PMI,EUR,48000000.0,47800000.0,47800000.0
2025.01.06 11:55:00,2,S&P Global Services PMI,EUR,51200000.0,51000000.0,51000000.0
2025.01.06 12:00:00,2,S&P Global Composite PMI,EUR,49600000.0,49500000.0,49500000.0
2025.01.06 12:00:00,2,S&P Global Services PMI,EUR,51600000.0,51400000.0,51400000.0
2025.01.06 12:30:00,1,Sentix Investor Confidence,EUR,7600000.0,-9200000.0,-17500000.0
2025.01.06 14:34:00,1,New Car Registrations y/y,EUR,-7100000.0,,-500000.0
2025.01.06 14:34:00,1,New Car Registrations m/m,EUR,-8100000.0,,5400000.0
2025.01.06 16:00:00,1,HICP y/y,EUR,2900000.0,2500000.0,2400000.0
2025.01.06 16:00:00,1,HICP m/m,EUR,700000.0,-500000.0,-700000.0
2025.01.06 16:00:00,2,CPI m/m,EUR,400000.0,200000.0,-200000.0
2025.01.06 16:00:00,2,CPI y/y,EUR,2600000.0,2300000.0,2200000.0
2025.01.06 16:58:00,1,6-Month BTF Auction,EUR,2592000.0,,2575000.0
2025.01.06 16:58:00,1,3-Month BTF Auction,EUR,2704000.0,,2770000.0
2025.01.06 16:58:00,1,12-Month BTF Auction,EUR,2435000.0,,2372000.0
2025.01.06 17:15:00,2,Fed Governor Cook Speech,USD,,,
2025.01.06 17:45:00,2,S&P Global Composite PMI,USD,55400000.0,54500000.0,54900000.0
2025.01.06 17:45:00,3,S&P Global Services PMI,USD,56800000.0,55100000.0,56100000.0
2025.01.06 18:00:00,1,Factory Orders excl. Transportation m/m,USD,200000.0,200000.0,100000.0
2025.01.06 18:00:00,1,Nondefense Capital Goods Shipments excl. Aircraft m/m,USD,300000.0,500000.0,500000.0
2025.01.06 18:00:00,2,Factory Orders m/m,USD,-400000.0,400000.0,200000.0
2025.01.06 19:30:00,1,6-Month Bill Auction,USD,4110000.0,,4135000.0
2025.01.06 19:30:00,1,3-Month Bill Auction,USD,4205000.0,,4230000.0
2025.01.06 21:00:00,2,3-Year Note Auction,USD,4332000.0,,4117000.0
2025.01.07 10:45:00,1,CPI y/y,EUR,1300000.0,1100000.0,1300000.0
2025.01.07 10:45:00,1,HICP y/y,EUR,1800000.0,1600000.0,1700000.0
2025.01.07 10:45:00,2,HICP m/m,EUR,200000.0,-200000.0,-100000.0
2025.01.07 10:45:00,2,CPI m/m,EUR,200000.0,-200000.0,-100000.0
2025.01.07 11:30:00,1,S&P Global Construction PMI,EUR,51200000.0,,48500000.0
2025.01.07 11:30:00,1,S&P Global Construction PMI,EUR,42600000.0,,43700000.0
2025.01.07 11:30:00,1,S&P Global Construction PMI,EUR,37800000.0,,38000000.0
2025.01.07 11:30:00,2,S&P Global Construction PMI,EUR,42900000.0,,42700000.0
2025.01.07 12:00:00,1,Unemployment Rate,EUR,5700000.0,5900000.0,5800000.0
2025.01.07 13:00:00,1,CPI,EUR,127080000.0,,126620000.0
2025.01.07 13:00:00,1,CPI excl. Energy and Unprocessed Food y/y,EUR,2800000.0,2800000.0,2700000.0
2025.01.07 13:00:00,1,CPI m/m,EUR,100000.0,0.0,-100000.0
2025.01.07 13:00:00,1,HICP m/m,EUR,100000.0,0.0,-100000.0
2025.01.07 13:00:00,1,CPI y/y,EUR,1300000.0,1600000.0,1300000.0
2025.01.07 13:00:00,1,HICP y/y,EUR,1400000.0,1400000.0,1500000.0
2025.01.07 13:00:00,1,Core CPI m/m,EUR,500000.0,-400000.0,-600000.0
2025.01.07 13:00:00,1,CPI excl. Energy and Unprocessed Food m/m,EUR,400000.0,0.0,-400000.0
2025.01.07 13:00:00,2,Core CPI y/y,EUR,2700000.0,2700000.0,2700000.0
2025.01.07 13:00:00,2,CPI m/m,EUR,400000.0,-200000.0,-300000.0
2025.01.07 13:00:00,2,Core CPI,EUR,120320000.0,,119780000.0
2025.01.07 13:00:00,2,Unemployment Rate,EUR,6300000.0,6400000.0,6300000.0
2025.01.07 13:00:00,3,CPI y/y,EUR,2400000.0,2400000.0,2200000.0
2025.01.07 13:14:00,1,12-Month Letras Auction,EUR,2367000.0,,2207000.0
2025.01.07 13:14:00,1,6-Month Letras Auction,EUR,2535000.0,,2552000.0
2025.01.07 13:41:00,1,2-Year Note Auction,EUR,2180000.0,,1940000.0
2025.01.07 16:30:00,2,Trade Balance,USD,-78193000.0,-79529000.0,-73836000.0
2025.01.07 16:30:00,2,Imports,USD,351559000.0,,339556000.0
2025.01.07 16:30:00,2,Exports,USD,273366000.0,,265720000.0
2025.01.07 18:00:00,1,ISM Non-Manufacturing New Orders,USD,54200000.0,54200000.0,53700000.0
2025.01.07 18:00:00,1,ISM Non-Manufacturing Business Activity,USD,58200000.0,55000000.0,53700000.0
2025.01.07 18:00:00,2,ISM Non-Manufacturing Employment,USD,51400000.0,51200000.0,51500000.0
2025.01.07 18:00:00,3,JOLTS Job Openings,USD,8098000.0,7380000.0,7744000.0
2025.01.07 18:00:00,3,ISM Non-Manufacturing PMI,USD,54100000.0,52000000.0,52100000.0
2025.01.07 18:00:00,3,ISM Non-Manufacturing Prices Paid,USD,64400000.0,57700000.0,58200000.0
2025.01.07 21:00:00,3,10-Year Note Auction,USD,4680000.0,,4235000.0
2025.01.08 09:00:00,1,Net International Reserves,ZAR,60371000.0,60122000.0,60619000.0
2025.01.08 09:00:00,1,Gross International Reserves,ZAR,65459000.0,64515000.0,65859000.0
2025.01.08 10:00:00,1,Retail Sales y/y,EUR,2500000.0,300000.0,1000000.0
2025.01.08 10:00:00,2,Retail Sales m/m,EUR,-600000.0,-100000.0,-1500000.0
2025.01.08 10:00:00,2,Factory Orders y/y,EUR,-1700000.0,-3000000.0,5700000.0
2025.01.08 10:00:00,2,Factory Orders m/m,EUR,-5400000.0,1300000.0,-1500000.0
2025.01.08 10:45:00,1,Consumer Confidence Index,EUR,89000000.0,89000000.0,90000000.0
2025.01.08 10:45:00,1,Current Account,EUR,-1700000.0,-1100000.0,-2600000.0
2025.01.08 10:45:00,1,Imports,EUR,57186000.0,,56404000.0
2025.01.08 10:45:00,1,Trade Balance,EUR,-7085000.0,-7173000.0,-7666000.0
2025.01.08 10:45:00,1,Exports,EUR,50101000.0,,48738000.0
2025.01.08 12:00:00,1,Absa Manufacturing PMI,ZAR,46200000.0,48500000.0,48100000.0
2025.01.08 13:00:00,1,Business Climate Indicator,EUR,-910000.0,-870000.0,-770000.0
2025.01.08 13:00:00,1,Industry Selling Price Expectations,EUR,7600000.0,6800000.0,7100000.0
2025.01.08 13:00:00,1,PPI y/y,EUR,-1200000.0,-3300000.0,-3200000.0
2025.01.08 13:00:00,1,PPI m/m,EUR,1600000.0,-600000.0,400000.0
2025.01.08 13:00:00,1,Consumer Confidence Index,EUR,-14500000.0,-14500000.0,-14500000.0
2025.01.08 13:00:00,1,Industrial Confidence Indicator,EUR,-14100000.0,-11500000.0,-11100000.0
2025.01.08 13:00:00,1,Services Sentiment Indicator,EUR,5900000.0,6500000.0,5300000.0
2025.01.08 13:00:00,2,Economic Sentiment Indicator,EUR,93700000.0,96100000.0,95800000.0
2025.01.08 13:00:00,3,Consumer Price Expectations,EUR,21000000.0,15700000.0,17700000.0
2025.01.08 13:41:00,2,10-Year Bond Auction,EUR,2510000.0,,2070000.0
2025.01.08 14:45:00,1,Business Confidence,EUR,-4600000.0,3100000.0,-4900000.0
2025.01.08 15:00:00,1,Total New Vehicle Sales y/y,ZAR,2500000.0,5400000.0,8100000.0
2025.01.08 15:00:00,1,Total New Vehicle Sales,ZAR,41273000.0,,48585000.0
2025.01.08 15:00:00,1,Total New Vehicle Sales m/m,ZAR,-15000000.0,,1200000.0
2025.01.08 16:00:00,2,Fed Governor Waller Speech,USD,,,
2025.01.08 16:15:00,3,ADP Nonfarm Employment Change,USD,122000000.0,120000000.0,146000000.0
2025.01.08 16:30:00,1,Initial Jobless Claims 4-Week Average,USD,213000000.0,217851000.0,223250000.0
2025.01.08 16:30:00,2,Continuing Jobless Claims,USD,1867000.0,1864000.0,1844000.0
2025.01.08 16:30:00,3,Initial Jobless Claims,USD,201000000.0,218000000.0,211000000.0
2025.01.08 18:00:00,1,Wholesale Sales m/m,USD,600000.0,100000.0,-100000.0
2025.01.08 18:00:00,1,Wholesale Inventories m/m,USD,-200000.0,-200000.0,-200000.0
2025.01.08 18:30:00,1,EIA Gasoline Production Change,USD,-81000.0,-657000.0,-959000.0
2025.01.08 18:30:00,1,EIA Distillates Stocks Change,USD,6071000.0,7831000.0,6406000.0
2025.01.08 18:30:00,1,EIA Gasoline Stocks Change,USD,6330000.0,3783000.0,7717000.0
2025.01.08 18:30:00,1,EIA Heating Oil Stocks Change,USD,-632000.0,-485000.0,-416000.0
2025.01.08 18:30:00,1,EIA Refinery Crude Oil Daily Inputs Change,USD,45000.0,,41000.0
2025.01.08 18:30:00,1,EIA Refinery Utilization Rate Change,USD,600000.0,,200000.0
2025.01.08 18:30:00,1,EIA Distillate Fuel Production Change,USD,-167000.0,-94000.0,99000.0
2025.01.08 18:30:00,1,EIA Crude Oil Imports Change,USD,278000.0,-215000.0,323000.0
2025.01.08 18:30:00,2,EIA Cushing Crude Oil Stocks Change,USD,-2502000.0,-478000.0,-142000.0
2025.01.08 18:30:00,3,EIA Crude Oil Stocks Change,USD,-959000.0,-1664000.0,-1178000.0
2025.01.08 21:00:00,3,30-Year Bond Auction,USD,4913000.0,,4535000.0
2025.01.08 22:00:00,2,FOMC Minutes,USD,,,
2025.01.08 23:00:00,2,Fed Consumer Credit m/m,USD,-7490000.0,11310000.0,19240000.0
2025.01.09 10:00:00,1,Trade Balance n.s.a.,EUR,20400000.0,13900000.0,14700000.0
2025.01.09 10:00:00,1,Industrial Production y/y,EUR,-2800000.0,-2800000.0,-4500000.0
2025.01.09 10:00:00,1,Imports m/m,EUR,-3300000.0,-3900000.0,-100000.0
2025.01.09 10:00:00,1,Exports m/m,EUR,2100000.0,1400000.0,-2800000.0
2025.01.09 10:00:00,2,Industrial Production m/m,EUR,1500000.0,-1800000.0,-1000000.0
2025.01.09 10:00:00,2,Trade Balance,EUR,19700000.0,17200000.0,13400000.0
2025.01.09 12:00:00,2,ECB Economic Bulletin,EUR,,,
2025.01.09 13:00:00,1,Retail Sales y/y,EUR,1200000.0,1500000.0,1900000.0
2025.01.09 13:00:00,1,Retail Sales m/m,EUR,100000.0,-100000.0,-500000.0
2025.01.09 13:01:00,1,10-Year OAT Auction,EUR,3400000.0,,3240000.0
2025.01.09 13:55:00,1,3-Year Bonos Auction,EUR,2586000.0,,2277000.0
2025.01.09 14:00:00,1,Manufacturing Production y/y,ZAR,-2600000.0,,800000.0
2025.01.09 14:00:00,1,Manufacturing Production m/m,ZAR,-1100000.0,,400000.0
2025.01.09 15:30:00,1,Challenger Job Cuts y/y,USD,11400000.0,30800000.0,26800000.0
2025.01.09 15:30:00,1,Challenger Job Cuts,USD,38792000.0,,57727000.0
2025.01.09 18:30:00,1,EIA Natural Gas Storage Change,USD,-40000000.0,-93000000.0,-116000000.0
2025.01.09 19:30:00,1,8-Week Bill Auction,USD,4240000.0,,4240000.0
2025.01.09 19:30:00,1,4-Week Bill Auction,USD,4245000.0,,4265000.0
2025.01.09 21:35:00,2,Fed Governor Bowman Speech,USD,,,
2025.01.10 10:45:00,1,Industrial Production m/m,EUR,200000.0,200000.0,-100000.0
2025.01.10 10:45:00,2,Consumer Spending m/m,EUR,300000.0,100000.0,-400000.0
2025.01.10 11:00:00,1,Industrial Production y/y,EUR,-400000.0,1100000.0,1900000.0
2025.01.10 12:00:00,1,Retail Sales y/y,EUR,1100000.0,100000.0,2600000.0
2025.01.10 12:00:00,1,Retail Sales m/m,EUR,-400000.0,-500000.0,-500000.0
2025.01.10 13:53:00,1,12-Month BOT Auction,EUR,2517000.0,,2411000.0
2025.01.10 16:30:00,1,Government Payrolls,USD,33000000.0,22000000.0,33000000.0
2025.01.10 16:30:00,1,Current Account n.s.a.,EUR,24100000.0,17400000.0,12500000.0
2025.01.10 16:30:00,1,Average Weekly Hours,USD,34300000.0,34300000.0,34300000.0
2025.01.10 16:30:00,1,Manufacturing Payrolls,USD,-13000000.0,28000000.0,22000000.0
2025.01.10 16:30:00,2,Average Hourly Earnings y/y,USD,3900000.0,4100000.0,4000000.0
2025.01.10 16:30:00,2,Participation Rate,USD,62500000.0,62600000.0,62500000.0
2025.01.10 16:30:00,2,U6 Unemployment Rate,USD,7500000.0,8000000.0,7800000.0
2025.01.10 16:30:00,2,Private Nonfarm Payrolls,USD,223000000.0,246000000.0,194000000.0
2025.01.10 16:30:00,3,Unemployment Rate,USD,4100000.0,4300000.0,4200000.0
2025.01.10 16:30:00,3,Nonfarm Payrolls,USD,256000000.0,213000000.0,227000000.0
2025.01.10 16:30:00,3,Average Hourly Earnings m/m,USD,300000.0,0.0,400000.0
2025.01.10 18:00:00,1,Michigan Current Conditions,USD,77900000.0,77600000.0,75100000.0
2025.01.10 18:00:00,2,Michigan 5-Year Inflation Expectations,USD,3300000.0,3100000.0,3000000.0
2025.01.10 18:00:00,2,Michigan Consumer Expectations,USD,70200000.0,71400000.0,73300000.0
2025.01.10 18:00:00,2,Michigan Inflation Expectations,USD,3300000.0,2600000.0,2800000.0
2025.01.10 18:00:00,2,Michigan Consumer Sentiment,USD,73200000.0,74500000.0,74000000.0
2025.01.10 20:00:00,2,WASDE Report,USD,,,
2025.01.10 21:00:00,2,Baker Hughes US Total Rig Count,USD,584000000.0,,589000000.0
2025.01.10 21:00:00,2,Baker Hughes US Oil Rig Count,USD,480000000.0,,482000000.0
2025.01.10 23:30:00,1,CFTC Aluminium Non-Commercial Net Positions,USD,2900000.0,,2500000.0
2025.01.10 23:30:00,1,CFTC Corn Non-Commercial Net Positions,USD,319800000.0,,225700000.0
2025.01.10 23:30:00,1,CFTC Copper Non-Commercial Net Positions,USD,4300000.0,,1800000.0
2025.01.10 23:30:00,1,CFTC Soybeans Non-Commercial Net Positions,USD,-50000000.0,,-104900000.0
2025.01.10 23:30:00,1,CFTC Wheat Non-Commercial Net Positions,USD,-79500000.0,,-87300000.0
2025.01.10 23:30:00,1,CFTC Silver Non-Commercial Net Positions,USD,40900000.0,,40200000.0
2025.01.10 23:30:00,1,CFTC Natural Gas Non-Commercial Net Positions,USD,-104800000.0,,-120300000.0
2025.01.10 23:30:00,1,CFTC ZAR Non-Commercial Net Positions,ZAR,-2100000.0,,3100000.0
2025.01.10 23:30:00,2,CFTC Nasdaq 100 Non-Commercial Net Positions,USD,18800000.0,,27200000.0
2025.01.10 23:30:00,2,CFTC EUR Non-Commercial Net Positions,EUR,-64100000.0,,-68500000.0
2025.01.10 23:30:00,2,CFTC Gold Non-Commercial Net Positions,USD,254900000.0,,247600000.0
2025.01.10 23:30:00,2,CFTC S&P 500 Non-Commercial Net Positions,USD,-62200000.0,,-63800000.0
2025.01.10 23:30:00,2,CFTC Crude Oil Non-Commercial Net Positions,USD,279600000.0,,247000000.0
2025.01.13 06:15:00,2,ECB Executive Board Member Lane Speech,EUR,,,
2025.01.13 13:59:00,1,7-Year BTP Auction,EUR,3490000.0,,2920000.0
2025.01.13 13:59:00,1,3-Year BTP Auction,EUR,2850000.0,,2350000.0
2025.01.13 16:55:00,1,6-Month BTF Auction,EUR,2593000.0,,2592000.0
2025.01.13 16:55:00,1,3-Month BTF Auction,EUR,2691000.0,,2704000.0
2025.01.13 16:55:00,1,12-Month BTF Auction,EUR,2489000.0,,2435000.0
2025.01.13 18:00:00,1,CB Employment Trends Index,USD,109700000.0,109250000.0,109550000.0
2025.01.13 19:30:00,1,6-Month Bill Auction,USD,4180000.0,,4110000.0
2025.01.13 19:30:00,1,3-Month Bill Auction,USD,4225000.0,,4205000.0
2025.01.14 10:35:00,2,ECB Executive Board Member Lane Speech,EUR,,,
2025.01.14 10:45:00,1,Government Budget Balance,EUR,-172500000.0,,-157400000.0
2025.01.14 12:00:00,1,Industrial Production y/y,EUR,-1500000.0,-3800000.0,-3600000.0
2025.01.14 12:00:00,1,Industrial Production m/m,EUR,300000.0,-300000.0,0.0
2025.01.14 13:16:00,1,9-Month Letras Auction,EUR,2485000.0,,2366000.0
2025.01.14 13:16:00,1,3-Month Letras Auction,EUR,2493000.0,,2567000.0
2025.01.14 13:30:00,1,5-Year Note Auction,EUR,2420000.0,,2040000.0
2025.01.14 16:30:00,1,PPI y/y,USD,3300000.0,3100000.0,3000000.0
2025.01.14 16:30:00,1,Core PPI y/y,USD,3500000.0,3300000.0,3400000.0
2025.01.14 16:30:00,2,Core PPI m/m,USD,0.0,100000.0,200000.0
2025.01.14 16:30:00,3,PPI m/m,USD,200000.0,200000.0,400000.0
2025.01.14 20:00:00,1,NFIB Small Business Optimism,USD,105100000.0,104900000.0,101700000.0
2025.01.14 20:00:00,2,EIA Short-Term Energy Outlook,USD,,,
2025.01.14 22:00:00,2,Federal Budget Balance,USD,-86700000.0,-4600000.0,-366800000.0
2025.01.14 23:05:00,2,FOMC Member Williams Speech,USD,,,
2025.01.15 06:15:00,2,ECB Executive Board Member Lane Speech,EUR,,,
2025.01.15 10:00:00,1,Wholesale Price Index y/y,EUR,100000.0,-900000.0,-600000.0
2025.01.15 10:00:00,1,Wholesale Price Index m/m,EUR,100000.0,0.0,0.0
2025.01.15 10:45:00,1,HICP y/y,EUR,1800000.0,1800000.0,1800000.0
2025.01.15 10:45:00,1,CPI y/y,EUR,1300000.0,1300000.0,1300000.0
2025.01.15 10:45:00,2,CPI m/m,EUR,200000.0,200000.0,200000.0
2025.01.15 10:45:00,2,HICP m/m,EUR,200000.0,200000.0,200000.0
2025.01.15 11:00:00,1,HICP m/m,EUR,400000.0,400000.0,400000.0
2025.01.15 11:00:00,1,CPI m/m,EUR,500000.0,400000.0,400000.0
2025.01.15 11:00:00,2,CPI y/y,EUR,2800000.0,2800000.0,2800000.0
2025.01.15 11:00:00,2,HICP y/y,EUR,2800000.0,2800000.0,2800000.0
2025.01.15 11:20:00,2,ECB Vice President de Guindos Speech,EUR,,,
2025.01.15 13:00:00,1,Industrial Production y/y,EUR,-1900000.0,1200000.0,-1200000.0
2025.01.15 13:00:00,2,Industrial Production m/m,EUR,200000.0,-1300000.0,0.0
2025.01.15 13:30:00,1,30-Year Bond Auction,EUR,2840000.0,,2510000.0
2025.01.15 14:00:00,1,Official Reserve Assets,EUR,1394030000.0,,1391730000.0
2025.01.15 15:15:00,2,Bbk Executive Board Member Mauderer Speech,EUR,,,
2025.01.15 16:30:00,1,Core CPI,USD,323383000.0,323322000.0,322657000.0
2025.01.15 16:30:00,1,CPI n.s.a.,USD,315605000.0,315827000.0,315493000.0
2025.01.15 16:30:00,1,CPI n.s.a. m/m,USD,0.0,,-100000.0
2025.01.15 16:30:00,1,Real Earnings m/m,USD,-100000.0,-100000.0,300000.0
2025.01.15 16:30:00,1,Core CPI n.s.a.,USD,322007000.0,,321947000.0
2025.01.15 16:30:00,2,NY Fed Empire State Manufacturing Index,USD,-12600000.0,-5900000.0,200000.0
2025.01.15 16:30:00,2,Core CPI y/y,USD,3200000.0,3200000.0,3300000.0
2025.01.15 16:30:00,3,CPI m/m,USD,400000.0,300000.0,300000.0
2025.01.15 16:30:00,3,Core CPI m/m,USD,200000.0,300000.0,300000.0
2025.01.15 16:30:00,3,CPI y/y,USD,2900000.0,2500000.0,2700000.0
2025.01.15 16:30:00,3,Core CPI n.s.a. m/m,USD,0.0,,100000.0
2025.01.15 16:30:00,3,CPI,USD,317685000.0,316943000.0,316441000.0
2025.01.15 18:30:00,1,EIA Heating Oil Stocks Change,USD,646000.0,349000.0,-632000.0
2025.01.15 18:30:00,1,EIA Gasoline Production Change,USD,397000.0,315000.0,-81000.0
2025.01.15 18:30:00,1,EIA Refinery Crude Oil Daily Inputs Change,USD,-255000.0,,45000.0
2025.01.15 18:30:00,1,EIA Gasoline Stocks Change,USD,5852000.0,2262000.0,6330000.0
2025.01.15 18:30:00,1,EIA Refinery Utilization Rate Change,USD,-1600000.0,,600000.0
2025.01.15 18:30:00,1,EIA Distillate Fuel Production Change,USD,-21000.0,114000.0,-167000.0
2025.01.15 18:30:00,1,EIA Distillates Stocks Change,USD,3077000.0,2251000.0,6071000.0
2025.01.15 18:30:00,1,EIA Crude Oil Imports Change,USD,-1304000.0,-147000.0,278000.0
2025.01.15 18:30:00,2,EIA Cushing Crude Oil Stocks Change,USD,765000.0,-1219000.0,-2502000.0
2025.01.15 18:30:00,3,EIA Crude Oil Stocks Change,USD,-1962000.0,-1211000.0,-959000.0
2025.01.15 19:00:00,1,Cleveland Fed Median CPI m/m,USD,300000.0,200000.0,200000.0
2025.01.15 19:00:00,2,FOMC Member Williams Speech,USD,,,
2025.01.15 22:00:00,2,Fed Beige Book,USD,,,
2025.01.16 10:00:00,1,HICP y/y,EUR,2800000.0,2900000.0,2900000.0
2025.01.16 10:00:00,1,HICP m/m,EUR,700000.0,700000.0,700000.0
2025.01.16 10:00:00,2,CPI m/m,EUR,400000.0,400000.0,400000.0
2025.01.16 10:00:00,2,CPI y/y,EUR,2600000.0,2600000.0,2600000.0
2025.01.16 10:30:00,2,Bbk Executive Board Member Mauderer Speech,EUR,,,
2025.01.16 12:00:00,1,CPI FOI excl. Tobacco m/m,EUR,100000.0,100000.0,0.0
2025.01.16 12:00:00,1,CPI FOI excl. Tobacco y/y,EUR,1100000.0,1000000.0,1200000.0
2025.01.16 12:00:00,1,HICP y/y,EUR,1400000.0,1400000.0,1400000.0
2025.01.16 12:00:00,1,CPI y/y,EUR,1300000.0,1300000.0,1300000.0
2025.01.16 12:00:00,1,HICP m/m,EUR,100000.0,100000.0,100000.0
2025.01.16 12:00:00,1,CPI m/m,EUR,100000.0,100000.0,100000.0
2025.01.16 13:00:00,1,Trade Balance,EUR,4218000.0,4660000.0,5153000.0
2025.01.16 13:00:00,1,Trade Balance EU,EUR,-1816000.0,,-660000.0
2025.01.16 13:00:00,2,Trade Balance,EUR,12900000.0,8300000.0,6100000.0
2025.01.16 13:00:00,2,Trade Balance n.s.a.,EUR,16400000.0,11600000.0,6800000.0
2025.01.16 13:30:00,1,5-Year Bonos Auction,EUR,2763000.0,,2365000.0
2025.01.16 15:30:00,2,ECB Monetary Policy Meeting Accounts,EUR,,,
2025.01.16 16:30:00,1,Philadelphia Fed New Orders,USD,42900000.0,5100000.0,-4300000.0
2025.01.16 16:30:00,1,Philadelphia Fed Capex Index,USD,39000000.0,13200000.0,18800000.0
